aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;92;201
;2;93;201
;3;92;201
;4;92;201
;5;92;201
;6;92;201
;7;92;201
;8;92;201
;9;92;201
;10;92;201
;11;92;201
;12;92;201
;13;92;201
;14;92;201
;15;92;201
;16;92;201
;17;92;201
;18;92;201
;19;92;201
;20;92;201
;21;92;201
;22;92;201
;23;92;201
;24;92;201
;25;92;201
;26;92;201
;27;92;201
;28;92;201
;29;92;201
;30;92;201
;31;92;201
;32;92;201
;33;92;201
;34;92;201
;35;92;201
;36;92;201
;37;92;201
;38;92;201
;39;92;201
;40;92;201
;41;92;201
;42;92;201
;43;92;201
;44;92;201
;45;92;201
;46;92;201
;47;93;201
;48;92;201
;49;93;201
;50;92;201
;51;92;201
;52;92;201
;53;92;201
;54;92;201
;55;92;201
;56;92;201
;57;92;201
;58;92;201
;59;92;201
;60;93;201
;61;92;201
;62;92;201
;63;92;201
;64;92;201
;65;92;201
;66;92;201
;67;92;201
;68;92;201
;69;92;201
;70;92;201
;71;92;201
;72;93;201
;73;93;201
;74;92;201
;75;93;201
;76;92;201
;77;92;201
;78;92;201
;79;93;201
;80;92;201
;81;92;201
;82;92;201
;83;92;201
;84;93;201
;85;93;201
;86;92;201
;87;92;201
;88;93;201
;89;92;201
;90;92;201
;91;92;201
;92;93;201
;93;92;201
;94;92;201
;95;92;201
;96;92;201
;97;92;201
;98;92;201
;99;92;201
;100;92;201
;101;92;201
;102;92;201
;103;92;201
;104;92;201
;105;92;201
;106;92;201
;107;92;201
;108;92;201
;109;92;201
;110;92;201
;111;92;201
;112;92;201
;113;92;201
;114;92;201
;115;93;201
;116;92;201
;117;92;201
;118;93;201
;119;92;201
;120;92;201
;121;93;201
;122;92;201
;123;92;201
;124;93;201
;125;93;201
;126;92;201
;127;93;201
;128;92;201
;129;92;201
;130;92;201
;131;92;201
;132;92;201
;133;92;201
;134;93;201
;135;92;201
;136;92;201
;137;92;201
;138;92;201
;139;92;201
;140;92;201
;141;93;201
;142;92;201
;143;93;201
;144;93;201
;145;92;201
;146;92;201
;147;92;201
;148;92;201
;149;92;201
;150;92;201
;151;92;201
;152;92;201
;153;92;201
;154;92;201
;155;92;201
;156;92;201
;157;92;201
;158;92;201
;159;92;201
;160;93;201
;161;93;201
;162;92;201
;163;93;201
;164;93;201
;165;92;201
;166;92;201
;167;92;201
;168;92;201
;169;92;201
;170;92;201
;171;92;201
;172;93;201
;173;92;201
;174;92;201
;175;92;201
;176;92;201
;177;92;201
;178;92;201
;179;93;201
;180;92;201
;181;93;201
;182;92;201
;183;92;201
;184;93;201
;185;92;201
;186;92;201
;187;92;201
;188;92;201
;189;92;201
;190;92;201
;191;92;201
;192;92;201
;193;92;201
;194;92;201
;195;92;201
;196;92;201
;197;92;201
;198;92;201
;199;92;201
;200;92;201
;201;92;201
;202;92;201
;203;92;201
;204;92;201
;205;92;201
;206;92;201
;207;92;201
;208;92;201
;209;92;201
;210;92;201
;211;92;201
;212;92;201
;213;92;201
;214;92;201
;215;92;201
;216;92;201
;217;92;201
;218;92;201
;219;92;201
;220;92;201
;221;92;201
;222;92;201
;223;92;201
;224;92;201
;225;92;201
;226;92;201
;227;92;201
;228;92;201
;229;92;201
;230;92;201
;231;92;201
;232;93;201
;233;92;201
;234;92;201
;235;92;201
;236;92;201
;237;92;201
;238;92;201
;239;92;201
;240;93;201
;241;92;201
;242;92;201
;243;93;201
;244;92;201
;245;92;201
;246;92;201
;247;92;201
;248;92;201
;249;92;201
;250;92;201
;251;92;201
;252;92;201
;253;92;201
;254;92;201
;255;92;201
;256;92;201
;257;92;201
;258;92;201
;259;92;201
;260;92;201
;261;92;201
;262;93;201
;263;92;201
;264;92;201
;265;93;201
;266;92;201
;267;92;201
;268;92;201
;269;92;201
;270;92;201
;271;92;201
;272;92;201
;273;92;201
;274;93;201
;275;92;201
;276;92;201
;277;92;201
;278;92;201
;279;92;201
;280;92;201
;281;92;201
;282;92;201
;283;92;201
;284;92;201
;285;93;201
;286;92;201
;287;92;201
;288;92;201
;289;92;201
;290;92;201
;291;92;201
;292;92;201
;293;92;201
;294;93;201
;295;92;201
;296;92;201
;297;92;201
;298;93;201
;299;92;201
;300;92;201
;301;92;201
;302;92;201
;303;92;201
;304;92;201
;305;92;201
;306;92;201
;307;92;201
;308;92;201
;309;92;201
;310;93;201
;311;92;201
;312;92;201
;313;92;201
;314;93;201
;315;92;201
;316;92;201
;317;92;201
;318;92;201
;319;92;201
;320;92;201
;321;92;201
;322;92;201
;323;92;201
;324;93;201
;325;92;201
;326;93;201
;327;92;201
;328;92;201
;329;92;201
;330;92;201
;331;92;201
;332;92;201
;333;92;201
;334;92;201
;335;93;201
;336;92;201
;337;92;201
;338;92;201
;339;93;201
;340;93;201
;341;92;201
;342;92;201
;343;93;201
;344;93;201
;345;92;201
;346;93;201
;347;92;201
;348;92;201
;349;92;201
;350;93;201
;351;92;201
;352;92;201
;353;93;201
;354;92;201
;355;92;201
;356;92;201
;357;92;201
;358;93;201
;359;92;201
;360;92;201
;361;93;201
;362;93;201
;363;93;201
;364;92;201
;365;92;201
;366;92;201
;367;92;201
;368;92;201
;369;92;201
;370;92;201
;371;92;201
;372;92;201
;373;93;201
;374;92;201
;375;92;201
;376;92;201
;377;92;201
;378;93;201
;379;93;201
;380;92;201
;381;93;201
;382;92;201
;383;92;201
;384;92;201
;385;92;201
;386;92;201
;387;92;201
;388;92;201
;389;92;201
;390;92;201
;391;92;201
;392;92;201
;393;92;201
;394;92;201
;395;92;201
;396;92;201
;397;92;201
;398;92;201
;399;92;201
;400;92;201
;401;92;201
;402;92;201
;403;92;201
;404;93;201
;405;92;201
;406;92;201
;407;92;201
;408;92;201
;409;92;201
;410;93;201
;411;92;201
;412;92;201
;413;92;201
;414;92;201
;415;92;201
;416;92;201
;417;92;201
;418;92;201
;419;92;201
;420;93;201
;421;92;201
;422;92;201
;423;92;201
;424;92;201
;425;92;201
;426;92;201
;427;92;201
;428;92;201
;429;92;201
;430;92;201
;431;93;201
;432;92;201
;433;92;201
;434;92;201
;435;92;201
;436;92;201
;437;92;201
;438;93;201
;439;93;201
;440;92;201
;441;92;201
;442;92;201
;443;92;201
;444;93;201
;445;93;201
;446;92;201
;447;93;201
;448;92;201
;449;93;201
;450;92;201
;451;92;201
;452;92;201
;453;92;201
;454;93;201
;455;92;201
;456;92;201
;457;92;201
;458;92;201
;459;92;201
;460;92;201
;461;92;201
;462;92;201
;463;92;201
;464;92;201
;465;92;201
;466;93;201
;467;92;201
;468;93;201
;469;92;201
;470;92;201
;471;92;201
;472;92;201
;473;92;201
;474;92;201
;475;92;201
;476;92;201
;477;92;201
;478;93;201
;479;92;201
;480;92;201
;481;92;201
;482;93;201
;483;92;201
;484;92;201
;485;92;201
;486;92;201
;487;92;201
;488;92;201
;489;92;201
;490;92;201
;491;92;201
;492;92;201
;493;92;201
;494;92;201
;495;92;201
;496;92;201
;497;92;201
;498;92;201
;499;92;201
;500;92;201
;501;92;201
;502;93;201
;503;92;201
;504;92;201
;505;92;201
;506;92;201
;507;92;201
;508;92;201
;509;92;201
;510;93;201
;511;92;201
;512;92;201
;513;93;201
;514;92;201
;515;92;201
;516;92;201
;517;93;201
;518;92;201
;519;92;201
;520;92;201
;521;92;201
;522;92;201
;523;92;201
;524;92;201
;525;92;201
;526;92;201
;527;92;201
;528;92;201
;529;92;201
;530;92;201
;531;92;201
;532;92;201
;533;92;201
;534;92;201
;535;93;201
;536;92;201
;537;92;201
;538;92;201
;539;92;201
;540;92;201
;541;92;201
;542;92;201
;543;92;201
;544;92;201
;545;92;201
;546;92;201
;547;92;201
;548;92;201
;549;92;201
;550;92;201
;551;92;201
;552;92;201
;553;92;201
;554;92;201
;555;92;201
;556;92;201
;557;92;201
;558;92;201
;559;92;201
;560;92;201
;561;92;201
;562;92;201
;563;92;201
;564;92;201
;565;92;201
;566;92;201
;567;92;201
;568;92;201
;569;92;201
;570;92;201
;571;92;201
;572;93;201
;573;93;201
;574;93;201
;575;93;201
;576;92;201
;577;92;201
;578;92;201
;579;92;201
;580;92;201
;581;92;201
;582;92;201
;583;92;201
;584;92;201
;585;92;201
;586;92;201
;587;92;201
;588;92;201
;589;92;201
;590;92;201
;591;92;201
;592;92;201
;593;92;201
;594;92;201
;595;92;201
;596;92;201
;597;92;201
;598;93;201
;599;92;201
;600;92;201
;601;92;201
;602;92;201
;603;92;201
;604;92;201
;605;92;201
;606;92;201
;607;92;201
;608;93;201
;609;92;201
;610;92;201
;611;93;201
;612;93;201
;613;92;201
;614;93;201
;615;92;201
;616;93;201
;617;92;201
;618;92;201
;619;92;201
;620;92;201
;621;92;201
;622;92;201
;623;92;201
;624;93;201
;625;92;201
;626;93;201
;627;93;201
;628;92;201
;629;92;201
;630;92;201
;631;92;201
;632;93;201
;633;92;201
;634;92;201
;635;92;201
;636;92;201
;637;92;201
;638;92;201
;639;92;201
;640;92;201
;641;92;201
;642;93;201
;643;92;201
;644;92;201
;645;93;201
;646;92;201
;647;92;201
;648;92;201
;649;92;201
;650;92;201
;651;92;201
;652;93;201
;653;92;201
;654;92;201
;655;93;201
;656;92;201
;657;92;201
;658;92;201
;659;92;201
;660;93;201
;661;93;201
;662;92;201
;663;92;201
;664;93;201
;665;92;201
;666;92;201
;667;92;201
;668;93;201
;669;92;201
;670;92;201
;671;92;201
;672;92;201
;673;92;201
;674;92;201
;675;92;201
;676;92;201
;677;92;201
;678;93;201
;679;92;201
;680;92;201
;681;92;201
;682;92;201
;683;92;201
;684;92;201
;685;92;201
;686;92;201
;687;92;201
;688;93;201
;689;92;201
;690;92;201
;691;93;201
;692;93;201
;693;92;201
;694;93;201
;695;92;201
;696;92;201
;697;92;201
;698;92;201
;699;92;201
;700;92;201
;701;92;201
;702;92;201
;703;93;201
;704;92;201
;705;92;201
;706;93;201
;707;92;201
;708;92;201
;709;92;201
;710;92;201
;711;93;201
;712;92;201
;713;92;201
;714;92;201
;715;92;201
;716;92;201
;717;92;201
;718;92;201
;719;92;201
;720;92;201
;721;92;201
;722;92;201
;723;92;201
;724;92;201
;725;92;201
;726;92;201
;727;92;201
;728;93;201
;729;92;201
;730;92;201
;731;92;201
;732;92;201
;733;93;201
;734;92;201
;735;93;201
;736;92;201
;737;93;201
;738;92;201
;739;92;201
;740;92;201
;741;92;201
;742;92;201
;743;92;201
;744;92;201
;745;92;201
;746;92;201
;747;92;201
;748;92;201
;749;92;201
;750;92;201
;751;92;201
;752;92;201
;753;92;201
;754;92;201
;755;93;201
;756;92;201
;757;92;201
;758;93;201
;759;92;201
;760;93;201
;761;92;201
;762;92;201
;763;92;201
;764;92;201
;765;92;201
;766;92;201
;767;92;201
;768;92;201
;769;92;201
;770;93;201
;771;93;201
;772;92;201
;773;92;201
;774;92;201
;775;92;201
;776;92;201
;777;92;201
;778;92;201
;779;92;201
;780;92;201
;781;93;201
;782;92;201
;783;92;201
;784;92;201
;785;92;201
;786;92;201
;787;92;201
;788;92;201
;789;93;201
;790;92;201
;791;92;201
;792;92;201
;793;92;201
;794;92;201
;795;92;201
;796;93;201
;797;93;201
;798;92;201
;799;92;201
;800;92;201
;801;92;201
;802;92;201
;803;92;201
;804;92;201
;805;92;201
;806;92;201
;807;92;201
;808;93;201
;809;92;201
;810;92;201
;811;92;201
;812;92;201
;813;92;201
;814;92;201
;815;92;201
;816;93;201
;817;92;201
;818;92;201
;819;92;201
;820;92;201
;821;92;201
;822;92;201
;823;93;201
;824;92;201
;825;92;201
;826;93;201
;827;92;201
;828;92;201
;829;92;201
;830;92;201
;831;92;201
;832;92;201
;833;92;201
;834;93;201
;835;92;201
;836;92;201
;837;92;201
;838;92;201
;839;92;201
;840;92;201
;841;93;201
;842;93;201
;843;92;201
;844;92;201
;845;92;201
;846;92;201
;847;92;201
;848;92;201
;849;92;201
;850;92;201
;851;92;201
;852;92;201
;853;92;201
;854;92;201
;855;92;201
;856;92;201
;857;92;201
;858;92;201
;859;92;201
;860;92;201
;861;92;201
;862;92;201
;863;92;201
;864;92;201
;865;92;201
;866;92;201
;867;92;201
;868;92;201
;869;92;201
;870;92;201
;871;92;201
;872;92;201
;873;92;201
;874;92;201
;875;92;201
;876;92;201
;877;92;201
;878;92;201
;879;92;201
;880;92;201
;881;92;201
;882;92;201
;883;92;201
;884;92;201
;885;92;201
;886;92;201
;887;92;201
;888;92;201
;889;92;201
;890;93;201
;891;92;201
;892;92;201
;893;92;201
;894;92;201
;895;92;201
;896;92;201
;897;93;201
;898;92;201
;899;92;201
;900;92;201
;901;92;201
;902;92;201
;903;92;201
;904;92;201
;905;92;201
;906;92;201
;907;93;201
;908;92;201
;909;92;201
;910;92;201
;911;92;201
;912;92;201
;913;92;201
;914;92;201
;915;92;201
;916;92;201
;917;92;201
;918;92;201
;919;92;201
;920;92;201
;921;92;201
;922;92;201
;923;92;201
;924;92;201
;925;92;201
;926;92;201
;927;92;201
;928;92;201
;929;92;201
;930;92;201
;931;92;201
;932;92;201
;933;92;201
;934;92;201
;935;92;201
;936;92;201
;937;92;201
;938;92;201
;939;92;201
;940;92;201
;941;92;201
;942;92;201
;943;92;201
;944;92;201
;945;92;201
;946;92;201
;947;92;201
;948;92;201
;949;92;201
;950;92;201
;951;92;201
;952;92;201
;953;92;201
;954;92;201
;955;92;201
;956;92;201
;957;92;201
;958;92;201
;959;92;201
;960;92;201
;961;92;201
;962;92;201
;963;93;201
;964;93;201
;965;92;201
;966;92;201
;967;92;201
;968;92;201
;969;92;201
;970;92;201
;971;92;201
;972;92;201
;973;92;201
;974;92;201
;975;92;201
;976;92;201
;977;92;201
;978;93;201
;979;92;201
;980;92;201
;981;92;201
;982;92;201
;983;92;201
;984;92;201
;985;92;201
;986;92;201
;987;92;201
;988;93;201
;989;92;201
;990;92;201
;991;92;201
;992;93;201
;993;92;201
;994;92;201
;995;92;201
;996;93;201
;997;92;201
;998;92;201
;999;92;201
;1000;92;201